Trainer 121,40,1276,3400,22989
Trainer 122,40,1113,2944.8,17055
Trainer 123,40,2157,950.2,16267
Trainer 124,40,1250,868.5,10118
Trainer 125,40,767,3734.8,11161
Trainer 126,40,940,2683.2,17701
Trainer 127,40,2172,2076,12759
Trainer 128,40,1040,1050.1,19143
Trainer 129,40,796,382.7,8133
Trainer 130,40,1125,5438.1,17341
Trainer 131,40,71,186.3,10650
Trainer 132,40,571,536.6,27121
Trainer 133,40,564,3850.7,16436
Trainer 134,40,941,3441.7,12565
Trainer 135,40,665,1169.4,16391
Trainer 136,40,618,606.2,21318
Trainer 137,40,1261,841.6,14665
Trainer 138,40,332,7123.2,16629
Trainer 139,40,961,2007.4,13909
Trainer 140,40,696,1302.7,14603
Trainer 141,40,680,4340.3,13314
Trainer 142,40,1337,3289.5,19653
Trainer 143,40,958,589.9,13747
Trainer 144,40,1634,1488,15830
Trainer 145,40,770,496.6,7700
Trainer 146,40,2228,1884.4,15604
Trainer 147,40,926,4564.2,17624
Trainer 148,40,1305,7626.6,19209
Trainer 149,40,975,924.3,10901
Trainer 150,40,1243,1027.8,19449
Trainer 151,40,1479,4607.9,21434
Trainer 152,40,1045,2630.4,15812
Trainer 153,40,485,4628.3,15129
Trainer 154,40,812,4836.8,19342
Trainer 155,40,6073,593.5,11642
Trainer 156,40,1018,2216.5,13075
Trainer 157,41,747,638.2,15408
Trainer 158,41,1436,2056.7,10975
Trainer 159,41,2523,2475.1,29964
Trainer 160,41,787,3609.4,29759
Trainer 161,41,3071,2906.9,32816
Trainer 162,41,1284,3435.4,26848
Trainer 163,41,1320,798,18497
Trainer 164,41,1227,1412.9,16386
Trainer 165,41,1989,4493.2,30596
Trainer 166,41,3963,3154.4,22682
Trainer 167,41,2201,3256.7,47045
Trainer 168,41,988,2891.2,25513
Trainer 169,41,2175,5426.4,39625
Trainer 170,41,1127,1931,37739
Trainer 171,41,3200,1812.4,16558
Trainer 172,41,886,1780.7,23710
Trainer 173,41,859,1449.9,27340
Trainer 174,41,1295,1539.2,32552
Trainer 175,41,479,5754.2,73348
Trainer 176,41,5207,28416.1,36010
Trainer 177,41,431,267.5,12981
Trainer 178,41,274,10735.5,15009
Trainer 179,41,766,2015.2,23164
Trainer 180,41,1312,5077.1,26900
Trainer 181,41,4402,12023.5,42367
Trainer 182,41,1034,4253.5,11561
Trainer 183,41,12114,6790.9,18403
Trainer 184,41,739,1438.8,30639
Trainer 185,41,1543,4413.9,17983
Trainer 186,41,2095,1547.2,20722
Trainer 187,41,2953,1617.4,27276
Trainer 188,41,1731,4640.8,19736
Trainer 189,41,844,1919.5,19795
Trainer 190,41,821,1186.4,14173
Trainer 191,41,2581,7932.6,27247
Trainer 192,41,1795,1887.9,13703
Trainer 193,41,839,2672.4,13179
Trainer 194,42,5070,16791,34123
Trainer 195,42,2509,1897.8,30587
Trainer 196,42,2709,1517.3,18621
Trainer 197,42,4344,10930.8,19745
Trainer 198,42,2384,5253,33736
Trainer 199,42,1558,3581.8,47665
Trainer 200,42,472,849,20120
Trainer 201,42,2893,4990,27427
Trainer 202,42,825,3921.2,22639
Trainer 203,42,1980,718.5,11089
Trainer 204,42,1363,1473.8,19938
Trainer 205,42,2558,1325.7,21211
Trainer 206,42,1161,1412.8,20875
Trainer 207,42,1709,11058.4,29094
Trainer 208,42,1629,3319.2,20729
Trainer 209,42,2222,3409,27879
Trainer 210,43,3195,7555.4,51157
Trainer 211,43,1799,7863.5,33322
Trainer 212,43,1041,4513.4,45832
Trainer 213,43,2847,1744.5,32764
Trainer 214,43,1851,3677.4,57509
Trainer 215,43,1482,4989.9,47742
Trainer 216,43,2801,6678.3,32392
Trainer 217,43,1940,1598.9,20067
Trainer 218,43,1752,1527.4,39223
Trainer 219,43,3299,5689.5,46164
Trainer 220,43,4269,6500.7,81694
Trainer 221,43,1855,5802.8,24815
Trainer 222,43,1155,2972.3,45503
Trainer 223,43,1927,5018.3,92425
Trainer 224,43,5810,13585.2,43654
Trainer 225,43,3234,5067.5,35641
Trainer 226,43,3870,5238.5,60086
Trainer 227,43,1800,5897.3,35994
Trainer 228,43,1901,7830,34853
Trainer 229,43,1757,2181.1,35278
Trainer 230,43,2078,2524.7,29158
Trainer 231,43,2980,2088,49711
Trainer 232,43,2254,8815,36628
Trainer 233,43,2278,13140.4,23684
Trainer 234,43,3107,1856.4,24664
Trainer 235,43,3052,13632.7,144215
Trainer 236,44,2694,3096.6,44255
Trainer 237,44,5568,6237.1,45973
Trainer 238,44,2216,2169,34068
Trainer 239,44,1864,2924.3,70207
Trainer 240,44,2213,2755.3,28317
Trainer 241,44,2764,13182.6,82245
Trainer 242,44,3100,4244.9,66899
Trainer 243,44,1227,3349.8,25804
Trainer 244,44,3673,13229,45565
Trainer 245,44,2545,3347.2,21864
Trainer 246,44,2535,2143.3,28420
Trainer 247,44,6725,9664,60604
Trainer 248,44,999,8267.5,33266
Trainer 249,44,3266,6203.1,62696
Trainer 250,44,842,5196.2,38187
Trainer 251,44,2722,3404.2,47899
Trainer 252,44,6440,8990.6,60165
Trainer 253,44,2301,4724.2,67019
Trainer 254,44,3298,4417.6,34062
Trainer 255,44,8337,7187,72116
Trainer 256,44,4088,4177.7,79624
Trainer 257,44,4483,7095.3,65788
Trainer 258,44,1153,6817.5,52401
Trainer 259,44,1426,8251.3,62797
Trainer 260,44,3189,3289.2,30087
Trainer 261,44,4712,6745.4,49636
Trainer 262,44,2914,3912.2,47179
Trainer 263,44,4595,3573.3,64679
Trainer 264,44,6160,22065,72978
Trainer 265,44,6216,4113.9,37445
Trainer 266,44,2603,5493.8,34075
Trainer 267,44,3235,2665.8,41183
Trainer 268,44,554,1645.9,42074
Trainer 269,44,6087,8626.5,17008
Trainer 270,45,5712,5016.9,40015
Trainer 271,45,1664,3146.9,77490
Trainer 272,45,8119,11051.1,89766
Trainer 273,45,3728,5162,70671
Trainer 274,45,4380,6256.6,22953
Trainer 275,45,2053,2289.3,38575
Trainer 276,45,2038,3335.5,50924
Trainer 277,45,1980,8293.4,58830
Trainer 278,45,6375,3329,42869
Trainer 279,45,1958,1961.3,66221
Trainer 280,46,2928,2207.8,71887
Trainer 281,46,1582,9480.2,43055
Trainer 282,46,1467,2058.2,57243
Trainer 283,46,3234,2341.2,54762
Trainer 284,46,15453,11495.6,92138
Trainer 285,46,2680,3983.2,34635
Trainer 286,46,3505,12436.8,95898
Trainer 287,46,5690,3493.6,117154
Trainer 288,46,2049,2060.3,52794
Trainer 289,46,3262,5651,47322
Trainer 290,47,4056,3143,74920
Trainer 291,47,5790,59732,202900
Trainer 292,47,6594,27650.4,46055
Trainer 293,47,4258,2850.8,50247
Trainer 294,47,4419,55527.2,182255
Trainer 295,47,7173,11752.5,83340
Trainer 296,47,2825,2049,181753
Trainer 297,47,2608,1555.5,55510
Trainer 298,47,6905,10298.2,89130
Trainer 299,47,4388,15966.4,98508
Trainer 300,48,6827,7040.9,110336
Trainer 301,48,5243,5514.5,88500
Trainer 302,48,5215,9455,135108
Trainer 303,48,16755,13402.2,58620
Trainer 304,48,3946,6905.7,90797
Trainer 305,48,16013,8934.2,152556
Trainer 306,48,3175,5561.3,52926
Trainer 307,48,19009,13931.6,130396
Trainer 308,48,6210,19317.5,219448
Trainer 309,48,4167,16267.4,123401
Trainer 310,48,3363,12435.9,84758
Trainer 311,49,4110,6087.3,121529
Trainer 312,49,18275,9884.1,214438
Trainer 313,49,15176,16399.7,391191
Trainer 314,49,14847,69599.9,518025
Trainer 315,49,5114,39094.1,111295
Trainer 316,49,28862,16003.9,260229
Trainer 317,49,27005,17346,172012
Trainer 318,50,10616,17460.5,261968
Trainer 319,50,40801,51065.5,414281
Trainer 320,50,4862,12691.8,104407
Trainer 321,50,11392,8669.6,160440
Trainer 322,50,2099,6985.3,69821
Trainer 323,50,9009,41519.1,470806
Trainer 324,50,28572,21641.3,620948
Trainer 325,50,46641,42199.1,262425
Trainer 326,50,5136,11093.8,141231
Trainer 327,50,4924,6241.6,153269
Trainer 328,50,15947,22377.3,648449
Trainer 329,50,15894,14355.1,290563
Trainer 330,50,7407,15853.6,141075
Trainer 331,50,20326,18814.5,644467
Trainer 332,50,57655,135942.2,968703
Trainer 333,50,32718,10814.1,201548
Trainer 334,50,17442,65478.6,299912
Trainer 335,50,15761,13630.6,246628
Trainer 336,50,17937,15046.7,133272
Trainer 337,50,18721,20439.6,431940
Trainer 338,50,4478,10574.5,112743
Trainer 339,50,35007,18140.3,632331
Trainer 340,50,1328,6140.6,126270
Trainer 341,50,40953,38878.2,478157
Trainer 342,50,7731,14646.9,347809
Trainer 343,50,9050,10411.9,137049
Trainer 344,50,14535,15161,390352
Trainer 345,50,66419,22905.6,607891
Trainer 346,50,54164,40301.1,1238269
Trainer 347,50,5869,15857,248358
Trainer 348,50,16834,19321,373772
Trainer 349,50,12013,11318.1,294870
Trainer 350,50,12793,25465.5,364862
Trainer 351,50,32527,45492.6,682721
Trainer 352,50,3922,22553.3,247190
Trainer 353,50,91680,13100.1,249415
Trainer 354,50,27248,12183.2,341932
Trainer 355,50,11725,23200.9,267770
Trainer 356,50,46652,27151.9,829231
Trainer 357,50,5275,24168.6,377565
Trainer 358,50,16047,12791.2,276150
Trainer 359,50,2966,13780.2,132431
Trainer 360,50,7490,41265,154953
Trainer 361,50,13019,30029.8,270518
Trainer 362,50,15005,16326.2,393366
Trainer 363,50,10441,8344.3,126484
Trainer 364,50,15203,104500.9,345492
Trainer 365,50,26403,34459.2,300315
Trainer 366,50,29033,53568.2,280183
Trainer 367,50,46148,88044.8,478109
Trainer 368,50,13079,22237.7,322245
Trainer 369,50,7830,13494.5,160005
Trainer 370,50,6061,15268.3,297342
Trainer 371,50,16376,9883.6,237215
Trainer 372,50,52586,60534.2,358830
Trainer 373,50,35897,28397.5,588133
Trainer 374,50,24296,13256.5,270230
Trainer 375,50,23061,8483.2,430684
Trainer 376,50,8250,95125.5,485340
Trainer 377,50,23597,11495.6,306606
Trainer 378,50,17190,14879,488165
Trainer 379,50,5928,8882.8,160165
Trainer 380,50,5548,11280.5,334378
Trainer 381,50,11771,25913.7,451998
Trainer 382,50,5460,5745.8,171978
Trainer 383,50,106159,28460.2,761901
Trainer 384,50,19561,104085.6,221444
Trainer 385,50,20040,15327.6,337193
Trainer 386,50,11755,19117.3,362527
Trainer 387,50,18202,46310.5,664388
Trainer 388,50,41194,44208.1,381469
Trainer 389,50,7683,8665.1,226974
Trainer 390,50,13784,23066.3,576029
